epoch,relu_1e-2_train_loss,gelu_1e-2_train_loss,silu_1e-2_train_loss,relu_1e-3_train_loss,gelu_1e-3_train_loss,silu_1e-3_train_loss,relu_1e-4_train_loss,gelu_1e-4_train_loss,silu_1e-4_train_loss,relu_1e-5_train_loss,gelu_1e-5_train_loss,silu_1e-5_train_loss,zilu_sigma0.1_lr1e-2_train_loss,zilu_sigma0.5_lr1e-2_train_loss,zilu_sigma1.0_lr1e-2_train_loss,zilu_sigma5.0_lr1e-2_train_loss,zilu_sigma10.0_lr1e-2_train_loss,zilu_approx_sigma0.1_lr1e-2_train_loss,zilu_approx_sigma0.5_lr1e-2_train_loss,zilu_approx_sigma1.0_lr1e-2_train_loss,zilu_approx_sigma5.0_lr1e-2_train_loss,zilu_approx_sigma10.0_lr1e-2_train_loss,zilu_sigma0.1_lr1e-3_train_loss,zilu_sigma0.5_lr1e-3_train_loss,zilu_sigma1.0_lr1e-3_train_loss,zilu_sigma5.0_lr1e-3_train_loss,zilu_sigma10.0_lr1e-3_train_loss,zilu_approx_sigma0.1_lr1e-3_train_loss,zilu_approx_sigma0.5_lr1e-3_train_loss,zilu_approx_sigma1.0_lr1e-3_train_loss,zilu_approx_sigma5.0_lr1e-3_train_loss,zilu_approx_sigma10.0_lr1e-3_train_loss,zilu_sigma0.1_lr1e-4_train_loss,zilu_sigma0.5_lr1e-4_train_loss,zilu_sigma1.0_lr1e-4_train_loss,zilu_sigma5.0_lr1e-4_train_loss,zilu_sigma10.0_lr1e-4_train_loss,zilu_approx_sigma0.1_lr1e-4_train_loss,zilu_approx_sigma0.5_lr1e-4_train_loss,zilu_approx_sigma1.0_lr1e-4_train_loss,zilu_approx_sigma5.0_lr1e-4_train_loss,zilu_approx_sigma10.0_lr1e-4_train_loss,zilu_sigma0.1_lr1e-5_train_loss,zilu_sigma0.5_lr1e-5_train_loss,zilu_sigma1.0_lr1e-5_train_loss,zilu_sigma5.0_lr1e-5_train_loss,zilu_sigma10.0_lr1e-5_train_loss,zilu_approx_sigma0.1_lr1e-5_train_loss,zilu_approx_sigma0.5_lr1e-5_train_loss,zilu_approx_sigma1.0_lr1e-5_train_loss,zilu_approx_sigma5.0_lr1e-5_train_loss,zilu_approx_sigma10.0_lr1e-5_train_loss
113,0.38749355,0.32064421,0.32080794,0.13907274,0.09885624,0.11239171,0.1448583,0.11352466,0.12165721,0.45735773,0.34034509,0.3069957,0.51061033,0.35154248,0.35738417,0.386708,0.36887291,0.49205099,0.39257328,0.36743525,0.36377094,0.36105103,0.40610652,0.16423107,0.12047251,0.10900359,0.11694717,0.36984102,0.17108655,0.13957408,0.1162471,0.12091208,0.41226463,0.16991731,0.13173807,0.13138731,0.13857965,0.38046651,0.1742915,0.14212491,0.13314647,0.13642912,0.58706354,0.29868374,0.28365469,0.36811599,0.40274355,0.52963301,0.28613156,0.28762263,0.36717441,0.38791459
114,0.3866718,0.31690672,0.31548144,0.13304504,0.09639745,0.11509098,0.14727104,0.11579425,0.120973,0.44919416,0.33929615,0.30354098,0.51337881,0.3522635,0.36636082,0.38761999,0.37201264,0.48710551,0.38928461,0.36827537,0.35801789,0.36197138,0.40102155,0.15502647,0.11992888,0.10569692,0.11401713,0.36849608,0.16621441,0.13849837,0.11500851,0.1195814,0.41285481,0.16632473,0.1302745,0.1304468,0.13815104,0.38177836,0.1782864,0.13696197,0.13129388,0.13651592,0.58523174,0.28602878,0.27961073,0.36475183,0.39857975,0.52947016,0.27549727,0.28052325,0.36052744,0.3849938
115,0.37597337,0.31498173,0.30957319,0.13596228,0.09684961,0.10971399,0.14171184,0.11010103,0.11901178,0.4466681,0.32772514,0.29807147,0.50377372,0.35362596,0.35711819,0.37327761,0.36083191,0.4883317,0.38726048,0.36632911,0.35385614,0.35688464,0.39964082,0.15831387,0.12043424,0.10462078,0.11482904,0.36608343,0.16768277,0.13595944,0.1139358,0.1151199,0.41204774,0.16978142,0.13050771,0.13084914,0.13468003,0.37642072,0.17346274,0.14270956,0.12769834,0.13535159,0.58321285,0.28571563,0.27430882,0.36013166,0.38888101,0.52732172,0.27576006,0.27631137,0.36096538,0.37606824
116,0.37597476,0.31479538,0.30600572,0.13350059,0.09669554,0.11085106,0.14308924,0.10893355,0.11985194,0.44234773,0.32390448,0.29666278,0.50896536,0.34992885,0.35766989,0.38078628,0.35810007,0.48845017,0.39470296,0.36996432,0.34779825,0.35595225,0.39655866,0.15136947,0.11474651,0.10188914,0.11489119,0.36503741,0.16739924,0.13308905,0.11038182,0.11781339,0.41122886,0.1630914,0.12763392,0.127441,0.13569108,0.37760457,0.17417908,0.1365532,0.12864794,0.13070064,0.58128217,0.28473145,0.27460819,0.36024147,0.39088936,0.52782032,0.27391783,0.27978693,0.35240816,0.37640345
117,0.37936156,0.31501565,0.31418573,0.137988,0.09666684,0.11313442,0.13903804,0.1072952,0.11911473,0.43405904,0.32383722,0.29132375,0.50582659,0.34504061,0.35472185,0.36917937,0.35613189,0.48467953,0.38896771,0.35733828,0.34532374,0.35484902,0.39432097,0.15406894,0.11092048,0.10543453,0.11446098,0.36153853,0.16118119,0.13229141,0.11099404,0.11502525,0.4060395,0.15933461,0.12720257,0.12753217,0.1364971,0.37131871,0.16918907,0.1357604,0.12646054,0.13104434,0.57629868,0.27507632,0.26990182,0.35634846,0.38354239,0.51765231,0.26999303,0.27239686,0.35298896,0.37238149
118,0.38121601,0.31343767,0.3150673,0.13398927,0.09543628,0.10452669,0.13436177,0.10882759,0.11341439,0.43304329,0.31682294,0.28234638,0.50475118,0.35385058,0.34853807,0.37345303,0.35721119,0.47846771,0.396407,0.36110868,0.34879625,0.35603768,0.39340733,0.14890346,0.11872044,0.10468826,0.11346123,0.36079775,0.16256149,0.13213147,0.11241407,0.11169224,0.40188923,0.1600334,0.12655105,0.12348116,0.12878617,0.37118789,0.16948786,0.13604999,0.12461621,0.13131755,0.57364117,0.27444856,0.26198709,0.34533692,0.37393989,0.51595851,0.26387714,0.2664987,0.34656422,0.36573634
119,0.38957511,0.31363493,0.31623527,0.13284262,0.09075344,0.1084926,0.13935679,0.10769385,0.11459645,0.43249764,0.31257982,0.28437539,0.50564419,0.34859667,0.35878606,0.37717448,0.36062161,0.48309307,0.39119604,0.36660187,0.35472574,0.35930931,0.39083661,0.15079161,0.11275524,0.10354858,0.11617472,0.35891482,0.1604936,0.13351255,0.11222822,0.1145426,0.39910164,0.16040056,0.12496781,0.12037229,0.12734963,0.36954329,0.16704116,0.13380049,0.12730902,0.13016164,0.57119517,0.27331267,0.26171529,0.34903107,0.37514151,0.51719053,0.26857367,0.26124106,0.3479584,0.36255781
120,0.38312468,0.31479304,0.30899796,0.12983192,0.09493393,0.10745031,0.14146474,0.10506432,0.11166613,0.42536114,0.30853231,0.28237787,0.49719211,0.34461089,0.36099538,0.38514724,0.36009742,0.48457943,0.38042687,0.3604343,0.35168682,0.35738931,0.39152542,0.14789951,0.11731647,0.10133534,0.11134531,0.36130073,0.16116225,0.1311448,0.10918718,0.10913765,0.40098542,0.15679532,0.12606026,0.12304455,0.13262883,0.37006005,0.1681687,0.13192178,0.12412073,0.12789319,0.57577967,0.26891869,0.25674891,0.34269724,0.37290325,0.51135808,0.26361708,0.25981582,0.33778317,0.35861944
121,0.38698043,0.32355649,0.305657,0.12865768,0.09037122,0.10376649,0.13366851,0.10594963,0.11202263,0.42247604,0.30615348,0.27546276,0.50358165,0.34664471,0.35253352,0.38182967,0.35763428,0.48083299,0.38271695,0.36010639,0.35151739,0.35387029,0.38455238,0.1472841,0.10960476,0.09829769,0.11150341,0.35670644,0.1564683,0.12558861,0.10837158,0.11339514,0.39786589,0.15414301,0.12174118,0.11666166,0.12446001,0.36392223,0.16041686,0.12900117,0.12041894,0.12359844,0.57113369,0.26968708,0.25382018,0.33469101,0.36725888,0.51399066,0.25913982,0.25764777,0.33306061,0.35344355
122,0.37880865,0.31734638,0.30337193,0.13384868,0.09217571,0.1044461,0.13512119,0.10251164,0.1083818,0.41210812,0.29925848,0.27246643,0.49650984,0.34179862,0.35170407,0.37289922,0.35717829,0.4764978,0.37870043,0.35950051,0.34605414,0.3591483,0.38401657,0.14438046,0.11069348,0.10133416,0.10834733,0.34887444,0.15658953,0.12630144,0.10382938,0.11075379,0.39260235,0.1503417,0.1197026,0.11560543,0.12239104,0.36196502,0.15944053,0.12550365,0.117566,0.12072224,0.56373761,0.25907484,0.24890904,0.33087909,0.35732573,0.50566389,0.25274977,0.25367701,0.32610468,0.34538756
123,0.37382844,0.3241303,0.31454172,0.12921407,0.0915034,0.10537127,0.13291791,0.10483892,0.11023741,0.41269854,0.2972006,0.2672773,0.50459234,0.34859865,0.35374649,0.37037373,0.3567144,0.47775146,0.38520509,0.36218352,0.35338038,0.35577896,0.38353358,0.1477514,0.11413868,0.09884889,0.10662448,0.35269374,0.15744159,0.12688551,0.10845919,0.11123794,0.39426301,0.15223742,0.12046138,0.12212291,0.12824701,0.36241457,0.1634216,0.12980977,0.11954891,0.12069678,0.56877265,0.2573202,0.24790334,0.33181595,0.36116219,0.50630942,0.25348679,0.25218616,0.32975002,0.34504616
124,0.38385939,0.31569876,0.31470046,0.12968666,0.09078944,0.10355127,0.12974152,0.10326738,0.10719124,0.40695967,0.29730387,0.26469876,0.50741252,0.34800055,0.35590781,0.37278483,0.35873745,0.47231947,0.38891152,0.35695977,0.35147226,0.35728892,0.38443756,0.14446336,0.10719762,0.09540031,0.11117978,0.34681912,0.15777709,0.1301957,0.10968888,0.10829616,0.39934883,0.14869501,0.12110427,0.11906408,0.12708062,0.35944575,0.16037777,0.12928523,0.11938496,0.12179118,0.56879881,0.2519566,0.2468069,0.32650485,0.35859614,0.50506588,0.25111966,0.24761141,0.3230941,0.34458914
125,0.37268605,0.30660646,0.30529079,0.12908851,0.08629909,0.10146624,0.13119065,0.10015722,0.10554938,0.40136407,0.28584612,0.25926163,0.49030576,0.3387467,0.34769648,0.36356157,0.3511153,0.46624707,0.37764417,0.35629274,0.33826932,0.34556024,0.3804312,0.14143383,0.10967866,0.10022029,0.10533382,0.34579622,0.15032067,0.12738246,0.1066961,0.11169539,0.38889151,0.14933681,0.11698703,0.11350064,0.12188699,0.36137833,0.15982839,0.12447551,0.11480902,0.12249509,0.55928768,0.25140421,0.24145479,0.31875035,0.35068394,0.49917279,0.24343611,0.24289872,0.31765477,0.33026346
126,0.38764854,0.31702497,0.30352662,0.12730447,0.09187027,0.09806077,0.12906243,0.09974076,0.1054713,0.39236123,0.28115142,0.25398911,0.4971392,0.34604941,0.35007337,0.37276331,0.35512642,0.47543931,0.37853672,0.35399428,0.34690211,0.35415551,0.37818436,0.14370252,0.11316292,0.09909599,0.10474861,0.34577933,0.1549985,0.12581864,0.10645585,0.10921975,0.3900647,0.15054073,0.11494572,0.11279701,0.11992842,0.36183296,0.15683697,0.12472425,0.11686604,0.11865007,0.56150028,0.24493636,0.23297263,0.31533703,0.34717895,0.49954919,0.24242183,0.23707994,0.31063055,0.3320419
127,0.37344297,0.30947078,0.31538789,0.12751287,0.08974574,0.10241515,0.13071163,0.09898202,0.1086159,0.39083301,0.28512042,0.25407444,0.49370443,0.33948103,0.37792712,0.36855499,0.3588431,0.48002866,0.37797021,0.36193026,0.34324336,0.35361474,0.38031832,0.14138066,0.10715171,0.09739059,0.10565669,0.34560772,0.15341633,0.12456611,0.10422191,0.10490439,0.38969142,0.14597808,0.11857621,0.11284948,0.11841566,0.35807961,0.1537709,0.12619732,0.1163654,0.11827752,0.55400673,0.24261541,0.23271465,0.30766116,0.34566079,0.49501553,0.23553292,0.23351294,0.30434084,0.32690532
128,0.38199304,0.31522138,0.30593089,0.12592688,0.09073178,0.09822202,0.12563002,0.09997252,0.10183238,0.38403845,0.27648231,0.25056876,0.49802139,0.34429107,0.35664341,0.3692137,0.35488198,0.48278935,0.3781278,0.36448971,0.34923652,0.35904044,0.3726742,0.14272871,0.10933521,0.09617556,0.10765746,0.34390176,0.15155397,0.11963141,0.10704815,0.1021761,0.3833701,0.14453322,0.11717501,0.11442611,0.11982983,0.34946741,0.15431617,0.12183325,0.11159883,0.12073526,0.55593714,0.2421301,0.22835215,0.30586833,0.33618317,0.49113335,0.23383336,0.23044341,0.30166654,0.32063074
129,0.38172226,0.31385515,0.30836955,0.12454916,0.08932674,0.10394184,0.12719175,0.09723334,0.10528342,0.38616703,0.27503694,0.24879262,0.49444623,0.34010206,0.34760466,0.3667536,0.35829617,0.47564967,0.38110881,0.34958137,0.34693443,0.36036678,0.37795155,0.14491397,0.10619651,0.09774033,0.10616876,0.3431406,0.15166623,0.12540505,0.10366196,0.10884683,0.38417725,0.14613467,0.11354924,0.11475255,0.12268756,0.35221593,0.15555525,0.12187744,0.11573028,0.11852104,0.55249884,0.24194378,0.22752056,0.30043927,0.33351682,0.49640018,0.23334413,0.23343197,0.30309056,0.32036207
130,0.380633,0.31032214,0.30455686,0.1229679,0.08563323,0.09885919,0.12477016,0.09872997,0.10552736,0.38345036,0.272031,0.2437814,0.49803144,0.34297571,0.34698821,0.37278324,0.36174154,0.47773049,0.3785139,0.35241111,0.34375384,0.35180594,0.36978532,0.14041405,0.10686736,0.09766969,0.10474233,0.34077344,0.14713517,0.12015387,0.10339476,0.11053005,0.3832198,0.14253399,0.11669538,0.11314583,0.11646071,0.35291483,0.15250191,0.12168215,0.11246609,0.11394095,0.55498068,0.23654995,0.2275986,0.30702705,0.33264132,0.49264374,0.22847693,0.2305458,0.30180326,0.31863648
131,0.38381249,0.31340474,0.30851894,0.12043663,0.08582041,0.09428104,0.12107119,0.09338706,0.09979701,0.37284158,0.26080898,0.23856304,0.49042122,0.34024709,0.35377997,0.36841714,0.3503294,0.47944181,0.37312022,0.35443676,0.34566743,0.35205814,0.37156329,0.13452712,0.1034291,0.095841,0.10385599,0.33822409,0.14904547,0.1183951,0.098174,0.10652642,0.38378565,0.14301505,0.110863,0.11360529,0.11668569,0.34975136,0.15092185,0.11868598,0.10769934,0.11209121,0.54932999,0.23566996,0.22158317,0.29290598,0.32511389,0.48470041,0.22456171,0.22156985,0.29518966,0.31247125
132,0.36341248,0.31466474,0.29954017,0.11919124,0.08424512,0.09684011,0.11985937,0.08936802,0.10101538,0.36327783,0.25923503,0.23782037,0.4883375,0.33586177,0.34692531,0.36563792,0.34949223,0.46845939,0.38087408,0.35174525,0.34156904,0.34791172,0.36733848,0.13169154,0.10443069,0.09229432,0.09977075,0.33413822,0.14321829,0.1183703,0.10033116,0.10247146,0.37816392,0.13783164,0.10930868,0.10394485,0.11284246,0.34774018,0.1465302,0.11600229,0.10805394,0.11018584,0.54465828,0.22840202,0.21618588,0.29005218,0.31562245,0.48070025,0.2264006,0.2196177,0.28669559,0.3039564
133,0.37292134,0.30426764,0.30910083,0.11949549,0.08841245,0.09479608,0.11972411,0.09583145,0.10034158,0.36069962,0.25383812,0.22910349,0.48847821,0.33821839,0.34516876,0.36671077,0.35346841,0.47232645,0.38062864,0.34944372,0.34405799,0.34832566,0.36619104,0.13600417,0.1028942,0.09744436,0.10026469,0.33260364,0.1478104,0.11977597,0.10251692,0.10402293,0.37461874,0.13974364,0.10642447,0.11015242,0.11370772,0.34355212,0.14706232,0.11609315,0.11010708,0.11463039,0.54374377,0.22368917,0.21467758,0.28560273,0.31251523,0.4813505,0.22332651,0.21906452,0.2854665,0.30722878
134,0.37512783,0.30500344,0.30934706,0.11822232,0.08181612,0.09446697,0.11900517,0.09235044,0.09902541,0.36366842,0.25506522,0.23001466,0.49632083,0.33878471,0.34567082,0.38287528,0.35273683,0.50221949,0.37355731,0.35167227,0.34300816,0.35133431,0.36829283,0.133382,0.10235078,0.08991831,0.10083959,0.33257927,0.14440369,0.11541107,0.09619676,0.09982124,0.37759675,0.13732035,0.11342518,0.10573041,0.11121006,0.34068382,0.14403989,0.11643436,0.10553663,0.11152736,0.54922968,0.22785339,0.21068275,0.28592573,0.31200733,0.48209556,0.2216342,0.21526239,0.28089904,0.30165279
135,0.37084865,0.30096295,0.30480321,0.12064714,0.08520648,0.0955487,0.12112875,0.09389554,0.09935832,0.35827515,0.25144748,0.22921852,0.48922826,0.34196648,0.34606141,0.37334044,0.35220099,0.47279103,0.37379649,0.35158841,0.34194975,0.35348889,0.36636844,0.134853,0.10414428,0.09267856,0.10107742,0.33362532,0.14600413,0.11676937,0.09976204,0.10240942,0.37853715,0.13855967,0.11070582,0.10740466,0.11400464,0.34291784,0.14683122,0.11493171,0.106206,0.10990387,0.53907897,0.22375023,0.20873226,0.28067991,0.309131,0.47990714,0.21972587,0.21387409,0.27930998,0.29866253
136,0.37684368,0.30799161,0.30153953,0.11991128,0.08011377,0.09467421,0.11618186,0.08853486,0.09339301,0.35796485,0.24836,0.22355455,0.48300017,0.34163612,0.34649573,0.36792654,0.35174798,0.4715637,0.37923642,0.35129885,0.34129107,0.35265483,0.36602185,0.13314461,0.10260367,0.09306279,0.09976969,0.33183809,0.14241713,0.11420749,0.10239809,0.10221763,0.37366029,0.13520516,0.10597208,0.10237704,0.112178,0.34290392,0.14370117,0.11660805,0.10699838,0.11109904,0.5393165,0.22181521,0.2102725,0.27814628,0.30760887,0.47947569,0.21107014,0.21220266,0.27657761,0.2918348
137,0.37218601,0.31255704,0.30552358,0.11452775,0.08782865,0.09442469,0.11787783,0.08934875,0.09939448,0.35272315,0.24572165,0.22446332,0.49518995,0.33706293,0.34855949,0.36461246,0.35794948,0.46470666,0.37256674,0.34407724,0.34450147,0.34808163,0.35884615,0.13184473,0.10360681,0.09258898,0.10100747,0.32953114,0.14359477,0.11526183,0.09703314,0.10145759,0.37124321,0.13501,0.10413005,0.10568978,0.11011037,0.33877957,0.14368329,0.11416654,0.10535842,0.10669163,0.53803642,0.21752454,0.20233833,0.27425394,0.30056303,0.47916052,0.21664623,0.21307208,0.27406542,0.29247027
138,0.38150337,0.30866225,0.29750944,0.11876594,0.08121119,0.0939555,0.11481851,0.08774938,0.09470205,0.34647046,0.24188822,0.21759673,0.49296242,0.33008808,0.33977375,0.36731744,0.35152453,0.46453477,0.37311734,0.34896178,0.35132702,0.34495946,0.35906506,0.13078718,0.09791915,0.08905214,0.09981105,0.32754495,0.14133488,0.11233591,0.09474062,0.09748096,0.37210504,0.13384609,0.10462714,0.10321807,0.10932864,0.33791293,0.13732354,0.11045219,0.10692863,0.10935921,0.53280242,0.21206918,0.20385856,0.26662122,0.30245139,0.46988671,0.20877384,0.20786023,0.26829934,0.28310863
139,0.37485355,0.29783,0.31051246,0.11792679,0.08372968,0.09261031,0.11294699,0.08823343,0.09189197,0.34412419,0.23921287,0.21595329,0.48136686,0.34037373,0.34574166,0.36471786,0.35088071,0.46655451,0.37190597,0.34248165,0.3513928,0.34769928,0.35453131,0.12901594,0.09815167,0.09192791,0.0998549,0.32356327,0.14025915,0.11451225,0.0976276,0.09905092,0.3712474,0.13213683,0.10393071,0.09933167,0.10510616,0.33395053,0.13815666,0.11077512,0.10511196,0.1039325,0.53582076,0.21536441,0.19842657,0.26778058,0.29661195,0.46839969,0.20753894,0.20420779,0.26835723,0.28114616
140,0.37148516,0.31142402,0.31474224,0.11614563,0.08023868,0.09159637,0.1098704,0.08813844,0.09032278,0.33737811,0.23173122,0.20993864,0.4861563,0.3381921,0.33923017,0.36015943,0.35238535,0.46417329,0.38276721,0.3497516,0.34191496,0.34790194,0.35284041,0.12939073,0.10114046,0.08892442,0.09743446,0.32303179,0.13915686,0.11367882,0.09613336,0.09817446,0.36742561,0.12711683,0.10325074,0.09948206,0.10679839,0.33422032,0.13762779,0.10839743,0.09938684,0.10629823,0.53055541,0.20887005,0.19555689,0.25827957,0.2858278,0.46774375,0.2014212,0.19685745,0.26074231,0.27667122
141,0.37313653,0.30575479,0.30363265,0.11589752,0.08329457,0.0925231,0.11558589,0.08774642,0.09073679,0.33353744,0.23198777,0.21080865,0.48305363,0.3405451,0.34673316,0.3617867,0.34872886,0.46195565,0.36963931,0.3560988,0.33856352,0.35162994,0.3589106,0.12793128,0.09917221,0.08643748,0.09472518,0.32554616,0.13523095,0.11330099,0.09684935,0.09697578,0.36646306,0.13191388,0.10336079,0.10059452,0.10506819,0.33384809,0.13746924,0.11016823,0.09974176,0.10551684,0.52949828,0.20631554,0.19576654,0.26426944,0.28798937,0.46687993,0.20398302,0.19831439,0.26009068,0.2782982
142,0.37184402,0.31191001,0.30765831,0.1165394,0.07998353,0.09379341,0.11255448,0.08941397,0.09120459,0.33695239,0.22911253,0.20774528,0.4850761,0.33702835,0.34388033,0.36279695,0.35206098,0.46409868,0.36995449,0.35579732,0.34618309,0.34993514,0.35381486,0.12625164,0.09786413,0.08998412,0.10118901,0.32281268,0.1377926,0.10820511,0.09415069,0.09799137,0.36399469,0.12968309,0.10373091,0.10190906,0.10625073,0.32877701,0.1376156,0.10612643,0.10319964,0.10378577,0.5292505,0.20748286,0.19326078,0.25379216,0.28547844,0.46654277,0.19730903,0.19668671,0.25419375,0.27278711
143,0.37292029,0.30146565,0.29864999,0.11630114,0.07987231,0.08932329,0.11567532,0.09014215,0.0943599,0.33146577,0.22831447,0.2035543,0.48134716,0.33747875,0.34544652,0.36103126,0.34635465,0.46304905,0.37600876,0.34409128,0.33869339,0.34791335,0.35390115,0.13029102,0.09731119,0.0911213,0.09927078,0.32239007,0.13791083,0.11468476,0.09690951,0.10120947,0.36073204,0.12851747,0.10344266,0.09908166,0.10362369,0.32995441,0.13738313,0.10967182,0.09950529,0.10281899,0.52675849,0.20428816,0.18936089,0.25516524,0.28226138,0.46386696,0.19782191,0.1926035,0.25442191,0.26868448
144,0.36815937,0.30005114,0.29739095,0.11375779,0.08298133,0.09057567,0.11364048,0.08354357,0.09005344,0.32505237,0.2274069,0.20143544,0.48092867,0.33028377,0.33827639,0.36354214,0.34918403,0.46239406,0.36380126,0.33998404,0.33219137,0.34689174,0.35131769,0.12638461,0.09745621,0.08670569,0.09658308,0.31888995,0.13220141,0.10914575,0.09606267,0.09426673,0.36220278,0.12628466,0.10133247,0.09732001,0.10300277,0.32963581,0.13513755,0.10666776,0.09573071,0.10135624,0.52252815,0.19929037,0.18509742,0.24630504,0.27735895,0.45902005,0.19877791,0.19420949,0.25045225,0.26480492
145,0.36625737,0.30016052,0.31481708,0.11188561,0.07842619,0.08758089,0.10905232,0.08273162,0.09208369,0.31895228,0.21911736,0.199864,0.50667304,0.33154381,0.3391915,0.35759858,0.34858975,0.46539221,0.36746529,0.34934274,0.34143571,0.34631617,0.34441624,0.12245493,0.09668088,0.08819799,0.09445864,0.31336484,0.1291961,0.10932798,0.09319231,0.10036834,0.35927689,0.12494933,0.09417313,0.09951719,0.10286576,0.32598269,0.13015445,0.10520129,0.09530072,0.10091096,0.52412343,0.19466449,0.18666376,0.24869123,0.27612051,0.45888477,0.19305567,0.19121757,0.24618839,0.26447188
146,0.36533593,0.3014957,0.29792441,0.10853989,0.0777268,0.08871447,0.11102072,0.08368147,0.09069478,0.31679452,0.21961253,0.19628778,0.48917823,0.32947014,0.33882624,0.35771521,0.34726952,0.46524115,0.3718059,0.34185729,0.34288423,0.34298902,0.34550672,0.12191557,0.09483708,0.08448494,0.09653852,0.31114715,0.13145827,0.10492127,0.09212113,0.09485271,0.35717026,0.1288992,0.09850514,0.09709815,0.09914987,0.3247272,0.12898654,0.10615232,0.0986308,0.10138076,0.51723228,0.19138557,0.18106789,0.24107915,0.26949144,0.45310795,0.18954303,0.18709951,0.24218339,0.26187671
147,0.36864093,0.29607263,0.29171773,0.11051186,0.08090224,0.09139307,0.10825034,0.0836974,0.08937472,0.31607732,0.21605924,0.19515323,0.47512145,0.33269852,0.33647022,0.35490295,0.35004264,0.46454988,0.36500687,0.34482449,0.33558034,0.35216164,0.34415437,0.12443092,0.09335307,0.08956614,0.0925865,0.31352481,0.13127569,0.10648812,0.09198441,0.09369081,0.3560957,0.1245812,0.10089507,0.09575923,0.10169149,0.32456439,0.13502838,0.10322321,0.09919265,0.09934791,0.51875169,0.19255545,0.17926146,0.24282884,0.26731539,0.45160151,0.18885161,0.18849367,0.24086953,0.25968234
148,0.37252397,0.30590013,0.30093182,0.11128589,0.07407439,0.08680443,0.10556167,0.08137561,0.0873154,0.31281329,0.21168801,0.19070536,0.48353507,0.32740437,0.3439571,0.36539509,0.34903869,0.46227188,0.36977032,0.3520343,0.33579875,0.34346004,0.34165343,0.12211927,0.08986082,0.08552261,0.09657363,0.31152457,0.13154238,0.10866124,0.0909655,0.09388004,0.35675372,0.11983566,0.09695269,0.09247704,0.09688993,0.32361337,0.13212318,0.10358729,0.09244372,0.09615593,0.51664501,0.19255054,0.1786533,0.24097995,0.26577146,0.45322151,0.18903918,0.18348854,0.23956005,0.25237737
149,0.37750255,0.29911802,0.29712402,0.10774981,0.07941547,0.08919322,0.10301962,0.08297107,0.08794118,0.305884,0.21186348,0.18746125,0.47668378,0.32821544,0.33864739,0.35943983,0.33922681,0.45965955,0.36339059,0.33711028,0.33745565,0.34334253,0.34045012,0.12029085,0.0952567,0.08143527,0.08985021,0.31158636,0.13013611,0.10417946,0.08931516,0.10044069,0.35342121,0.12201355,0.09392399,0.09578134,0.10119725,0.31789927,0.12853885,0.10242726,0.09537593,0.09733962,0.51283513,0.1878621,0.17578427,0.23870987,0.26557438,0.45015048,0.19079061,0.18211567,0.23636981,0.2485946
150,0.3708639,0.29990277,0.29633901,0.11124029,0.07939239,0.09007305,0.10613311,0.08599099,0.08842602,0.30493719,0.20663314,0.18277324,0.47608923,0.33159518,0.34802925,0.35572019,0.34929161,0.47474826,0.36382459,0.33769486,0.33479695,0.35107104,0.34426781,0.12129415,0.09242334,0.08785009,0.09210184,0.30789558,0.13462473,0.10475616,0.09241047,0.09642337,0.35563914,0.12216113,0.0947478,0.09728041,0.0989939,0.32275316,0.12678038,0.10020974,0.0936186,0.09941692,0.52118386,0.19069793,0.17960211,0.23706239,0.26057519,0.4506793,0.18282877,0.18098616,0.23611973,0.24604634
151,0.3662392,0.29920509,0.29372599,0.1146954,0.07712171,0.08327794,0.10157944,0.07936802,0.08670486,0.30222077,0.20445344,0.18774824,0.47812071,0.33156962,0.33712665,0.36413162,0.35225155,0.45975766,0.36469469,0.34387177,0.33604536,0.34119667,0.33916442,0.12084384,0.09373312,0.0845008,0.09155026,0.30761735,0.12953354,0.10737911,0.08950532,0.09256955,0.35159162,0.11911378,0.09635676,0.0920975,0.09588411,0.31712749,0.12683547,0.10124453,0.09435863,0.09594109,0.50867431,0.18322546,0.1736792,0.23260665,0.2605796,0.44890526,0.17896453,0.17641212,0.2306036,0.24555857
152,0.36575401,0.29841788,0.29958304,0.10840315,0.07597672,0.08734938,0.10379647,0.08052286,0.08662815,0.29905571,0.20233954,0.18057831,0.47517302,0.32528156,0.34039661,0.35611235,0.33951923,0.45404769,0.36258948,0.34557082,0.3381164,0.33847347,0.3390715,0.1194712,0.08890437,0.08114117,0.09059315,0.30809819,0.12366024,0.1040354,0.0886481,0.09031,0.34734967,0.12013575,0.09031391,0.0918945,0.09532322,0.31467307,0.12555579,0.0992879,0.09263776,0.09630575,0.50791456,0.18431156,0.17273411,0.22731173,0.25107388,0.43719193,0.17990211,0.17530786,0.22698172,0.23812684
153,0.37236235,0.30696607,0.29656082,0.10751959,0.07805905,0.08503891,0.10287286,0.08030945,0.08339984,0.29253103,0.20045322,0.17957066,0.47487223,0.33421289,0.35221107,0.35781553,0.35415636,0.46065137,0.3715094,0.33938339,0.34392187,0.34707773,0.33744057,0.11976518,0.0940722,0.08449491,0.09054929,0.30609119,0.12664267,0.10264022,0.08749605,0.09444747,0.34825479,0.11800283,0.09818516,0.0934154,0.09904977,0.31401276,0.12640266,0.09888086,0.09475873,0.097047,0.5141109,0.18056496,0.16818492,0.22591514,0.24952375,0.4460105,0.17537407,0.17214324,0.22493349,0.23529733
