epoch,relu-lr1e-2-train,gelu-lr1e-2-train,silu-lr1e-2-train,relu-lr1e-3-train,gelu-lr1e-3-train,silu-lr1e-3-train,relu-lr1e-4-train,gelu-lr1e-4-train,silu-lr1e-4-train,relu-lr1e-5-train,gelu-lr1e-5-train,silu-lr1e-5-train,zailusigma0.1-lr1e-2-train,zailusigma0.5-lr1e-2-train,zailusigma1.0-lr1e-2-train,zailusigma5.0-lr1e-2-train,zailusigma10.0-lr1e-2-train,zailuapproxsigma0.1-lr1e-2-train,zailuapproxsigma0.5-lr1e-2-train,zailuapproxsigma1.0-lr1e-2-train,zailuapproxsigma5.0-lr1e-2-train,zailuapproxsigma10.0-lr1e-2-train,zailusigma0.1-lr1e-3-train,zailusigma0.5-lr1e-3-train,zailusigma1.0-lr1e-3-train,zailusigma5.0-lr1e-3-train,zailusigma10.0-lr1e-3-train,zailuapproxsigma0.1-lr1e-3-train,zailuapproxsigma0.5-lr1e-3-train,zailuapproxsigma1.0-lr1e-3-train,zailuapproxsigma5.0-lr1e-3-train,zailuapproxsigma10.0-lr1e-3-train,zailusigma0.1-lr1e-4-train,zailusigma0.5-lr1e-4-train,zailusigma1.0-lr1e-4-train,zailusigma5.0-lr1e-4-train,zailusigma10.0-lr1e-4-train,zailuapproxsigma0.1-lr1e-4-train,zailuapproxsigma0.5-lr1e-4-train,zailuapproxsigma1.0-lr1e-4-train,zailuapproxsigma5.0-lr1e-4-train,zailuapproxsigma10.0-lr1e-4-train,zailusigma0.1-lr1e-5-train,zailusigma0.5-lr1e-5-train,zailusigma1.0-lr1e-5-train,zailusigma5.0-lr1e-5-train,zailusigma10.0-lr1e-5-train,zailuapproxsigma0.1-lr1e-5-train,zailuapproxsigma0.5-lr1e-5-train,zailuapproxsigma1.0-lr1e-5-train,zailuapproxsigma5.0-lr1e-5-train,zailuapproxsigma10.0-lr1e-5-train
154,1.18708882,0.89132497,0.97279532,0.12019945,0.10056685,0.10944826,0.11369003,0.07789043,0.08469522,0.46661875,0.24259377,0.20867213,1.48209169,0.8897116,1.00258374,1.12555489,1.199789,1.47238261,1.18966639,1.06883315,1.10629187,1.12675728,0.7587101,0.1786799,0.12602338,0.09258938,0.1026109,0.58250306,0.18953201,0.12904155,0.09638498,0.09812744,0.85471708,0.12436469,0.09502283,0.09616344,0.10247158,0.65032334,0.12941173,0.10777921,0.09776741,0.0981334,1.26584782,0.2070956,0.2093034,0.35184121,0.41874653,1.01244933,0.22662495,0.20746671,0.31982993,0.37981017
155,1.1835234,0.88979415,0.97124019,0.11611673,0.10362675,0.10729296,0.11301782,0.07640543,0.08386966,0.46384226,0.24454058,0.20974678,1.472006,0.88049533,1.00338136,1.12358185,1.19465767,1.45651669,1.17811688,1.0678225,1.104744,1.10908129,0.75204755,0.17951052,0.12271742,0.09064592,0.10768187,0.57960085,0.19339346,0.12535131,0.10047951,0.09506394,0.84878669,0.12235241,0.09935256,0.09047324,0.09946468,0.64505469,0.12901652,0.1037092,0.10266676,0.10026257,1.26302208,0.2119384,0.20742593,0.35088868,0.41293445,1.01253577,0.21865933,0.20815855,0.31529124,0.37468517
156,1.18592764,0.89715535,0.98110107,0.11207005,0.10337164,0.10706236,0.10703305,0.07487327,0.08525491,0.45494971,0.23437243,0.20716018,1.46944884,0.88745815,0.98608557,1.12545213,1.19680528,1.4400852,1.15565741,1.05955933,1.105654,1.10780565,0.74717225,0.18029321,0.11965591,0.09367806,0.1013171,0.57050239,0.18581884,0.12227932,0.09691747,0.09763813,0.84267332,0.12213473,0.09666749,0.09359063,0.10062243,0.63387267,0.12736478,0.10424709,0.09638047,0.09294268,1.25345336,0.20468127,0.19909534,0.34109438,0.40656267,0.9956148,0.21637554,0.20409949,0.30555089,0.36532588
157,1.1803592,0.88163733,0.98625715,0.11802804,0.09979684,0.1143634,0.10976226,0.07356243,0.08282042,0.44502285,0.23220062,0.19978979,1.45858313,0.86638137,0.98304435,1.12016987,1.18935178,1.4429315,1.17269942,1.06408877,1.10693198,1.11041863,0.73287583,0.17356966,0.12465621,0.09076867,0.09774028,0.56692561,0.18353251,0.12301902,0.09649279,0.09682054,0.83508226,0.12336973,0.0931621,0.09293675,0.10073023,0.62946803,0.12134895,0.10273509,0.09461052,0.09550685,1.24753687,0.19996608,0.19854132,0.33345338,0.39475568,0.98857825,0.21302457,0.1984526,0.30691567,0.36165201
158,1.17896007,0.87153822,0.98797903,0.11548707,0.09834596,0.10732851,0.10643857,0.07523593,0.08204975,0.44687786,0.23187919,0.19703692,1.44573763,0.87983615,0.985787,1.11867814,1.19136561,1.44481549,1.17821657,1.06324369,1.10246859,1.10582106,0.72908914,0.17481593,0.12670998,0.08865574,0.09932328,0.5633172,0.18402687,0.12328372,0.09492979,0.09696529,0.83771625,0.11832063,0.09102913,0.09300379,0.09595636,0.63018366,0.12103592,0.09769859,0.09574114,0.09836538,1.24330763,0.20196977,0.19283862,0.33183455,0.39251056,0.98622313,0.21093986,0.19378828,0.29739544,0.36406644
159,1.18221151,0.8777984,0.96478108,0.11555205,0.10371259,0.11086954,0.10911167,0.07445777,0.08041454,0.43509062,0.22546846,0.1899519,1.45133782,0.87366074,0.98400276,1.11986392,1.19596455,1.45622368,1.16954521,1.06668239,1.09129782,1.10635908,0.72352955,0.17372718,0.11916695,0.09052886,0.09715138,0.54953393,0.18141929,0.11988436,0.09314409,0.09631612,0.82372068,0.11769744,0.09099762,0.0938877,0.10075188,0.62057414,0.12531293,0.10268589,0.09492122,0.09512041,1.2391766,0.1949149,0.18845938,0.3231623,0.38315454,0.98097328,0.21005351,0.19306327,0.29333743,0.34789352
160,1.17359359,0.87701946,0.97666598,0.1155752,0.10088036,0.1063752,0.10469176,0.07413408,0.08036793,0.43121587,0.22052989,0.19240783,1.4551871,0.86794433,0.98624201,1.12665614,1.19027048,1.43697628,1.14841928,1.0630633,1.09247619,1.09861973,0.71693617,0.16911241,0.11920663,0.08900859,0.09976378,0.54523831,0.17762019,0.11658259,0.08822908,0.09635215,0.81749341,0.11526403,0.08945893,0.09443545,0.09978314,0.60740609,0.12264282,0.09934601,0.09262976,0.09535363,1.23303315,0.1925249,0.19191507,0.32014192,0.37793646,0.97232476,0.2077118,0.18997818,0.29221342,0.35244208
161,1.18375467,0.87302289,0.95267812,0.11116525,0.09348727,0.10413187,0.10439009,0.07053605,0.083179,0.41797332,0.21955421,0.18541095,1.46772894,0.86665251,0.97627657,1.11036969,1.18437979,1.44353284,1.15827076,1.05041074,1.1101319,1.10133995,0.70580257,0.16944995,0.13930935,0.08240911,0.10704116,0.54031538,0.17705356,0.13169825,0.09282666,0.08997051,0.8101307,0.11594543,0.08648251,0.09093546,0.09796232,0.59994157,0.12188738,0.09827612,0.09205007,0.0930578,1.22665869,0.18908406,0.18371331,0.31211707,0.37158341,0.96046808,0.20306863,0.19013083,0.28432897,0.33827541
162,1.16619547,0.87816596,0.94248861,0.10951546,0.09307803,0.10463698,0.10942083,0.07256621,0.08143037,0.41385235,0.22069564,0.1870827,1.44063831,0.8596885,0.98006338,1.11803572,1.19065994,1.42390789,1.16208144,1.05585988,1.09556969,1.09311745,0.7053233,0.16368661,0.14273899,0.09048936,0.10160268,0.54052311,0.17513959,0.12386026,0.09143572,0.10182363,0.80551225,0.11647597,0.09032181,0.08616198,0.09729234,0.60870948,0.1182268,0.09804358,0.08678644,0.09035823,1.22002844,0.18520492,0.18152109,0.30888655,0.36393035,0.95834117,0.20091949,0.18674083,0.28145308,0.33782408
163,1.17176329,0.87959116,0.94963988,0.11118609,0.09840874,0.10474623,0.10345925,0.07118054,0.07997613,0.40211562,0.21429901,0.18209914,1.44815238,0.86080771,0.98081923,1.10645377,1.18051133,1.44270703,1.16771059,1.0585905,1.08615433,1.10282465,0.69099878,0.16579054,0.13878555,0.0850245,0.09525658,0.53683018,0.17160318,0.11443974,0.09257666,0.09463799,0.79546159,0.1176536,0.08886301,0.08761497,0.09661956,0.58209534,0.12351089,0.09793982,0.08856535,0.09237946,1.21211094,0.1833722,0.17793195,0.30221068,0.35736418,0.95036306,0.19694851,0.18245791,0.27209474,0.33310263
164,1.1635398,0.86025981,0.95241692,0.11115653,0.09849379,0.10486281,0.10737555,0.06926981,0.08201018,0.39866417,0.20662961,0.1785069,1.43343429,0.85844274,0.96146865,1.11277197,1.17900001,1.43844279,1.15499823,1.05099669,1.09315967,1.10342613,0.69322635,0.16265376,0.13209595,0.0881186,0.09770547,0.52846822,0.17670669,0.11690643,0.08687775,0.09062791,0.79839549,0.11825015,0.08800195,0.09102382,0.09557829,0.58712647,0.11748607,0.09747097,0.08835611,0.09334741,1.20140692,0.18194405,0.17381048,0.3009622,0.34965019,0.94047237,0.1960186,0.18272137,0.2683084,0.32287005
165,1.17131032,0.85596282,0.92942279,0.10952943,0.08979769,0.10221736,0.10616042,0.07317608,0.07436858,0.38971399,0.20187638,0.17498854,1.43858011,0.85267936,0.96600873,1.11016107,1.19158531,1.42108863,1.15375525,1.03988418,1.09677368,1.10028353,0.68465558,0.16289675,0.1246187,0.08727394,0.09467741,0.5164214,0.17496329,0.13401375,0.09174318,0.09126471,0.7867911,0.11281355,0.08577929,0.08700763,0.09167593,0.57715827,0.11721333,0.0939592,0.08864638,0.09129958,1.19819595,0.17610228,0.17370733,0.29032834,0.341745,0.94112363,0.19335319,0.17426199,0.26462755,0.31756956
166,1.16282163,0.85140872,0.93701194,0.10914192,0.08994298,0.09850532,0.10076577,0.06891849,0.07813018,0.38188414,0.19977244,0.17037436,1.45545651,0.86919488,0.96266614,1.10860898,1.17959372,1.4415478,1.15066832,1.04014988,1.07860802,1.0866351,0.68367643,0.16295988,0.12351028,0.09134807,0.09857675,0.52125617,0.16949552,0.11933619,0.09323209,0.09037616,0.780614,0.11395002,0.08587142,0.08462232,0.09258197,0.57111328,0.11649459,0.09244061,0.08701989,0.09173907,1.19428912,0.17497073,0.17003376,0.28699325,0.33687178,0.92776412,0.18673738,0.17064165,0.26124106,0.31011586
167,1.16868536,0.85713194,0.92426426,0.10969729,0.09540536,0.09905944,0.1007729,0.06797622,0.08029196,0.38308784,0.19820912,0.16947407,1.45701657,0.85540511,0.96581292,1.10633074,1.17842851,1.4353761,1.1557837,1.03906196,1.07331392,1.09292005,0.66780554,0.16163247,0.11848843,0.0874325,0.0936618,0.51030028,0.16531531,0.11956444,0.09363283,0.09504188,0.77082095,0.10884983,0.08845805,0.08679466,0.09576683,0.57675159,0.11231631,0.09204771,0.08671017,0.08816233,1.18737659,0.17502461,0.17018041,0.28266754,0.33656439,0.92376095,0.18851049,0.17171105,0.25685577,0.30725167
168,1.16639159,0.83779155,0.92328118,0.1038203,0.0939904,0.10312357,0.09814843,0.06723211,0.07483348,0.37237681,0.19589988,0.17058983,1.44025198,0.84954258,0.9514635,1.10593441,1.17475778,1.41630681,1.16281725,1.03860073,1.08123859,1.0908654,0.65953831,0.16042833,0.11815102,0.08486692,0.09170679,0.50262786,0.16885781,0.12307662,0.08536162,0.08719208,0.76058285,0.11039871,0.08380713,0.08500214,0.08949378,0.56183878,0.11556307,0.09314943,0.0846337,0.08694085,1.18109638,0.17143589,0.16468309,0.27770228,0.32641494,0.91749891,0.18378541,0.16813633,0.24739296,0.3026788
169,1.15451821,0.84964085,0.91908256,0.11128343,0.08897108,0.09786964,0.10499374,0.07008493,0.07617087,0.37259452,0.19496736,0.1664846,1.44273255,0.85826303,0.9641809,1.11025472,1.187494,1.42917547,1.14023899,1.04588402,1.07950293,1.09726406,0.6610543,0.15785826,0.11905505,0.08543685,0.09743378,0.5085962,0.16752809,0.12626546,0.09169026,0.09323418,0.75622421,0.1063024,0.0833336,0.08458582,0.09033091,0.55989886,0.11436858,0.09164496,0.08796331,0.09076539,1.17622029,0.17287562,0.1667201,0.28047853,0.3271818,0.91085126,0.18746782,0.16821335,0.25391097,0.30193118
170,1.16894832,0.84452542,0.91000609,0.11065987,0.08608943,0.09900947,0.09807915,0.06865018,0.07584413,0.36491941,0.19044223,0.16440321,1.4418046,0.85768226,0.97328864,1.09961139,1.18272299,1.4139157,1.13912716,1.03686205,1.06698825,1.08276377,0.65322055,0.15252457,0.11217955,0.08298841,0.09393252,0.49286098,0.16456229,0.11625198,0.08817403,0.0895353,0.75977427,0.10782885,0.08324898,0.08388193,0.09463389,0.55515316,0.1089531,0.09457705,0.08648407,0.08808184,1.17231405,0.1677601,0.16108343,0.27231825,0.32076755,0.89513128,0.1770379,0.16554345,0.24593917,0.29358913
171,1.16532763,0.84910806,0.90349514,0.10558877,0.09890078,0.10253158,0.09822895,0.0681454,0.07406547,0.35774104,0.18566716,0.1637701,1.43557161,0.84498321,0.96426127,1.09741646,1.17972037,1.42745884,1.15352993,1.04715522,1.07820057,1.10149318,0.65501416,0.15911212,0.11369376,0.08561907,0.0961701,0.50089291,0.17042366,0.11487295,0.08873784,0.09092061,0.75444448,0.10802061,0.08076005,0.08451163,0.09092943,0.55470122,0.11515074,0.0913306,0.08562139,0.08442194,1.17972234,0.16605648,0.15758297,0.26829711,0.31122974,0.90529701,0.17732881,0.16474329,0.2427291,0.29086069
172,1.1663128,0.83988903,0.89349576,0.10637966,0.09572297,0.10875912,0.09560534,0.06536176,0.07453597,0.35571905,0.18340306,0.15878259,1.41516187,0.83795139,0.94759434,1.09396507,1.17459371,1.42468934,1.14026843,1.01971559,1.06906435,1.07957419,0.64267056,0.15361055,0.11056495,0.08334807,0.09575178,0.49044402,0.16178242,0.11028271,0.08672564,0.08852129,0.74075141,0.10485057,0.08088507,0.08347522,0.08658784,0.54718027,0.10837047,0.08956191,0.08402885,0.08534044,1.15896352,0.16487423,0.1599863,0.26408548,0.31200417,0.88695908,0.17947019,0.16289597,0.24174165,0.28840823
173,1.15744764,0.81548066,0.88904098,0.10502627,0.09000274,0.10393604,0.09486125,0.06579739,0.07350971,0.34635775,0.18049848,0.15627533,1.42694918,0.84433771,0.94517276,1.09271977,1.17156284,1.44139041,1.13348352,1.02979676,1.07522086,1.08262267,0.63300427,0.15332686,0.11150235,0.08291249,0.09280044,0.48532,0.15855794,0.1042827,0.08262056,0.08854128,0.72993556,0.10748895,0.07894401,0.08081953,0.08863725,0.52846422,0.10739339,0.08897791,0.08446265,0.08548655,1.15356313,0.15922683,0.15786943,0.25617167,0.30569991,0.87846983,0.17278954,0.16163689,0.23562485,0.28309066
174,1.15062853,0.82995143,0.90108176,0.10369101,0.08881801,0.09456815,0.09399279,0.06661895,0.07494838,0.33944975,0.17948104,0.15305396,1.43523076,0.83657845,0.94423683,1.08992914,1.17215031,1.4336807,1.13066865,1.02958763,1.06438819,1.07824115,0.63312275,0.15070624,0.10802088,0.08149395,0.09133115,0.48123372,0.16104522,0.11003516,0.08633344,0.08828401,0.72794382,0.10661721,0.07587012,0.08230684,0.08870833,0.53010919,0.10807306,0.09091498,0.08080392,0.08396268,1.14793765,0.16155179,0.15187463,0.25285081,0.30375882,0.87169618,0.17269452,0.15539007,0.230585,0.27613721
175,1.15175929,0.82686127,0.89744432,0.10467284,0.08640822,0.10033176,0.09621127,0.06294427,0.07179363,0.33776422,0.17480623,0.15525886,1.43183617,0.84583145,0.94731272,1.0972729,1.16983173,1.41479442,1.15682477,1.03243336,1.06632146,1.08122453,0.61669887,0.15523392,0.10964771,0.081082,0.091731,0.47041298,0.15993018,0.1119067,0.08638307,0.09121504,0.72589324,0.10243362,0.08031069,0.07811741,0.08528724,0.51943768,0.1095323,0.08666102,0.08183789,0.0829639,1.14545384,0.15579175,0.15015503,0.25151956,0.29534598,0.87136539,0.17059101,0.15023447,0.23138446,0.27543217
176,1.14716021,0.82110815,0.87668096,0.10300903,0.08605528,0.09966059,0.09445361,0.06627201,0.07400329,0.33424422,0.17455449,0.15174856,1.40413675,0.82087338,0.92571563,1.09605823,1.17106631,1.40656664,1.13440287,1.02402219,1.05710041,1.07853736,0.62361659,0.14384357,0.10731394,0.0795046,0.0948355,0.476952,0.15531991,0.10731611,0.08208151,0.08996552,0.71863796,0.1067725,0.07911076,0.08009246,0.0877516,0.51777124,0.10693521,0.08390898,0.08732908,0.08492958,1.13320107,0.15616926,0.15433612,0.24597529,0.29351589,0.86519926,0.16574586,0.15368208,0.22919828,0.27346712
177,1.15448397,0.82563864,0.90448397,0.10366166,0.08957547,0.10151881,0.09352584,0.06347049,0.07219371,0.33491043,0.17253023,0.14483511,1.4114279,0.82569108,0.92852398,1.08943961,1.16658813,1.39469061,1.14244849,1.01668741,1.06078001,1.07991436,0.61467656,0.14912306,0.10531234,0.08060196,0.09170716,0.47063882,0.15437165,0.10797742,0.07872809,0.08442541,0.71191416,0.10126012,0.07798396,0.08150873,0.08724471,0.51376605,0.10550057,0.08686019,0.07898258,0.08655059,1.13412666,0.15492374,0.14873779,0.24293185,0.28899398,0.85356943,0.16421032,0.1549724,0.22494549,0.26199395
178,1.15247496,0.83570311,0.88233971,0.10388157,0.08449681,0.09839698,0.09429451,0.06496369,0.07322465,0.32832002,0.17546384,0.1444257,1.43214787,0.83653682,0.92737168,1.08482915,1.16174057,1.41193518,1.12331798,1.03873114,1.052767,1.08189153,0.60528137,0.14954077,0.10930652,0.08268642,0.08964183,0.4630894,0.15751856,0.10746631,0.08585437,0.08682676,0.7018732,0.10014956,0.07656536,0.0795837,0.08600355,0.51076469,0.10678893,0.08790717,0.08143205,0.0796641,1.12286281,0.15280805,0.14626436,0.2430362,0.28636822,0.84751628,0.16092264,0.15012107,0.22362914,0.26485109
179,1.15507666,0.81811117,0.89211042,0.10096895,0.08483714,0.09289925,0.09268784,0.06151246,0.06765109,0.31570024,0.1659837,0.14404005,1.4232413,0.82174074,0.93694636,1.08143346,1.16178544,1.40961035,1.1330782,1.01572328,1.05934667,1.07116571,0.60262678,0.14955284,0.10706602,0.08298465,0.08756442,0.46299391,0.15245539,0.10588812,0.0853221,0.08012316,0.69714475,0.10218804,0.07909742,0.07683439,0.08798073,0.50279574,0.10535474,0.08665916,0.08104712,0.07957462,1.11696581,0.14984158,0.14735447,0.23390637,0.28032494,0.84351682,0.15778958,0.14620537,0.21653667,0.25467171
180,1.14205727,0.81623423,0.89876812,0.10380953,0.08387814,0.09662583,0.09089267,0.06418361,0.06973642,0.3150704,0.16244063,0.14250915,1.42007286,0.84216369,0.92364448,1.08562084,1.17139978,1.39254151,1.12032587,1.00260207,1.04672365,1.07095972,0.59609119,0.14716382,0.10440639,0.08262864,0.08952429,0.45511554,0.15461575,0.10309371,0.08163793,0.09008488,0.69454345,0.10177398,0.07822534,0.07665878,0.08409452,0.49821837,0.10506135,0.0853091,0.07901147,0.08338017,1.11767967,0.15001631,0.14866548,0.23994713,0.27739343,0.83487813,0.15957169,0.14926162,0.21229126,0.25484117
181,1.14840282,0.80943139,0.87549612,0.09978449,0.08775603,0.09250481,0.08631065,0.06434268,0.06699794,0.3101966,0.16079747,0.13910021,1.41843325,0.82256154,0.92970064,1.07496565,1.15495346,1.40605695,1.1145506,1.02168438,1.05497264,1.06968153,0.59831923,0.14488521,0.10290433,0.07744687,0.08641899,0.45698113,0.15355881,0.09594177,0.08231933,0.08771942,0.69621267,0.10030727,0.07844042,0.07439028,0.08348161,0.49503085,0.10084771,0.08268132,0.08038489,0.07958906,1.10443866,0.1445606,0.13937718,0.22838122,0.26717704,0.83271098,0.15415404,0.14441229,0.20819983,0.24773404
182,1.13841322,0.80234037,0.88970618,0.10377808,0.08081977,0.08904236,0.08851297,0.06297991,0.06516385,0.30184761,0.15955223,0.13669557,1.4018112,0.81710063,0.93824178,1.07538419,1.15991524,1.40898303,1.11137553,1.02944883,1.0480647,1.08464922,0.58808437,0.14630344,0.09723666,0.08040015,0.08958757,0.44553345,0.14939316,0.10285915,0.08500234,0.08201393,0.68490714,0.09314954,0.07471065,0.07477425,0.08483064,0.48784413,0.10435932,0.08096086,0.08019842,0.07821634,1.09625653,0.14661487,0.13923206,0.22495292,0.26443759,0.82961317,0.15660063,0.13884507,0.20372754,0.24835223
183,1.1468667,0.80593926,0.88883437,0.09915565,0.08765568,0.0877415,0.090151,0.06337632,0.06675042,0.30515838,0.15943692,0.14079748,1.40489803,0.84436105,0.93163262,1.082635,1.1594508,1.39382891,1.12356806,1.01354584,1.05384186,1.07301709,0.58771362,0.14540729,0.10328455,0.0815432,0.08585792,0.44726315,0.15350361,0.10145426,0.08111051,0.08845831,0.68299871,0.10107421,0.07884124,0.07733429,0.08254724,0.48879472,0.10218306,0.08530378,0.07752925,0.07987309,1.09738232,0.14509716,0.13658761,0.22254514,0.26606159,0.8245279,0.1566729,0.13778394,0.20718911,0.24323161
184,1.14005875,0.79641538,0.88563009,0.10079611,0.08121954,0.08780164,0.09002004,0.06195192,0.06740685,0.29174889,0.15547812,0.1344588,1.4048291,0.83443961,0.92825998,1.07648592,1.16815798,1.38756414,1.13313505,1.0058454,1.04538687,1.07386418,0.57145883,0.13969828,0.09863236,0.07780691,0.08969837,0.43957594,0.15005302,0.09665607,0.08327785,0.08256997,0.66675215,0.09775651,0.07234993,0.07704427,0.08035382,0.4838936,0.09573474,0.0830437,0.07936632,0.07853197,1.09180983,0.14395214,0.13129022,0.21874999,0.25519187,0.8147212,0.15267654,0.13994211,0.20389432,0.23749955
185,1.14550285,0.797628,0.87382587,0.10072732,0.08150822,0.0873071,0.09066371,0.06393091,0.06974686,0.29678178,0.15208829,0.13295016,1.41172973,0.80121148,0.91463216,1.08365344,1.16531098,1.39795064,1.13089253,1.00056038,1.04541251,1.0734178,0.57713171,0.14289286,0.09253947,0.08090456,0.08425087,0.43876228,0.14733799,0.10105524,0.081699,0.08431499,0.66670775,0.09677191,0.07616496,0.07933977,0.0792291,0.4746298,0.10538987,0.08256061,0.0796721,0.07723128,1.09199752,0.14253852,0.13599348,0.21351403,0.25407896,0.81216868,0.15014287,0.13861078,0.20048382,0.23738187
186,1.1350427,0.7867607,0.88248868,0.09765432,0.08260942,0.08548519,0.08508188,0.06169921,0.06897923,0.29154648,0.14814061,0.13132216,1.390793,0.81754579,0.9118747,1.07418592,1.15997379,1.38660023,1.1100033,1.00405487,1.0428959,1.06231664,0.56185798,0.14504889,0.09073079,0.07661934,0.08786476,0.42805589,0.14910729,0.0997118,0.08430465,0.08366328,0.66246549,0.09322764,0.07522509,0.07726645,0.08027112,0.46712426,0.10028465,0.08124903,0.07423241,0.07821867,1.07600357,0.13505047,0.13454591,0.21530054,0.25420015,0.80207955,0.14958438,0.13240212,0.19527617,0.23419148
187,1.12968897,0.78102023,0.87014478,0.10080252,0.0816288,0.0900471,0.08812412,0.06137079,0.06646242,0.28570546,0.14734215,0.12867022,1.38365478,0.8192646,0.9064866,1.06850234,1.15149035,1.37753706,1.11304831,0.98528431,1.02970933,1.05662806,0.55938811,0.13997679,0.09672512,0.07450022,0.08863143,0.43180438,0.14345226,0.09631475,0.07851349,0.08514169,0.66135095,0.09220939,0.07766738,0.07321771,0.07782302,0.45860161,0.0994694,0.08184676,0.07553406,0.0778107,1.0704718,0.13348838,0.12960505,0.21272449,0.24817994,0.79571754,0.14532558,0.13358448,0.19336211,0.22991553
188,1.14302287,0.79044035,0.87063178,0.09893481,0.08124627,0.09022942,0.0867222,0.06165928,0.06954509,0.27792717,0.14627185,0.13114001,1.3969155,0.81381494,0.91782668,1.06608709,1.16161022,1.40791703,1.11675905,1.01250464,1.03466217,1.07445062,0.56016596,0.13791305,0.09655277,0.07927207,0.08622782,0.42819567,0.1449121,0.09633745,0.08292306,0.08432291,0.64478103,0.09493043,0.07192173,0.07624892,0.08297202,0.45792523,0.09976919,0.07943218,0.07601354,0.07979547,1.06451821,0.13638475,0.12806021,0.2097931,0.24950796,0.79585678,0.14665163,0.13463768,0.18998322,0.22791481
189,1.12672278,0.784796,0.86223006,0.0971764,0.07742534,0.08629332,0.08613146,0.05807115,0.06641441,0.2738368,0.14432574,0.12688321,1.39125556,0.8192088,0.91047692,1.06100133,1.16486246,1.38838033,1.10171711,0.99749622,1.02825441,1.06294073,0.54871566,0.13653204,0.09283967,0.07802408,0.08846907,0.4229457,0.14088966,0.09499969,0.08081751,0.08472988,0.64492038,0.0926878,0.07239987,0.07308171,0.07986306,0.45153477,0.09597275,0.07815997,0.07547916,0.07508022,1.0650389,0.13587571,0.13063899,0.20862509,0.24224211,0.7837358,0.14179221,0.12735616,0.18877943,0.22255495
190,1.14264203,0.78248963,0.88739709,0.09628913,0.08324736,0.08711069,0.08412127,0.05740706,0.06674256,0.27697633,0.14458386,0.12630567,1.4069765,0.81228823,0.90424775,1.0625236,1.16272577,1.36966636,1.10499337,1.00198502,1.04011388,1.05646576,0.54923574,0.13579386,0.09424264,0.07259498,0.08721771,0.42132162,0.14501669,0.09350474,0.07649557,0.08326112,0.6395675,0.09180023,0.07122151,0.07054709,0.07511039,0.45078876,0.09555665,0.08059734,0.07522176,0.07588105,1.05232761,0.13485433,0.12975001,0.20527484,0.24704099,0.78413679,0.14653218,0.12800626,0.18628991,0.22207673
191,1.13352715,0.77725412,0.87281339,0.09825464,0.08343516,0.08434909,0.08519793,0.05790001,0.06686476,0.26891006,0.14441774,0.12606371,1.39628892,0.81770056,0.91074413,1.0662071,1.15065278,1.38219838,1.11334267,0.99059514,1.03306857,1.059785,0.54548155,0.13238313,0.09113717,0.07885705,0.07929211,0.41665624,0.14291122,0.0975874,0.0792198,0.08616047,0.63366472,0.09253662,0.07042404,0.07007082,0.08082743,0.44418221,0.0948491,0.0807448,0.07097417,0.07688626,1.05191541,0.13195583,0.12127569,0.20101876,0.23467708,0.77494363,0.14147165,0.12765722,0.18247039,0.21751598
192,1.13484133,0.78031838,0.84916726,0.10225076,0.08009667,0.08614544,0.0863618,0.05877865,0.06400892,0.25967702,0.13827309,0.12503112,1.39394476,0.81526316,0.90223204,1.06616203,1.14993352,1.38697366,1.10230773,1.0022023,1.02605224,1.05434913,0.54148133,0.13283621,0.09279251,0.07795313,0.08459193,0.41359693,0.14635282,0.09416545,0.07913495,0.08025978,0.62321709,0.09420229,0.07067194,0.07172903,0.07781825,0.44289135,0.09548638,0.07655951,0.0726359,0.07563896,1.04543677,0.12777652,0.1241552,0.19473415,0.2304908,0.76578651,0.13861686,0.12690842,0.17857801,0.21274973
193,1.13393383,0.7884265,0.85266938,0.09714791,0.07788993,0.08080342,0.08440335,0.05859883,0.0703138,0.26058564,0.13720127,0.12119666,1.38909461,0.81374177,0.90609869,1.06251536,1.14955973,1.36619711,1.1036592,0.98614237,1.02984352,1.05713691,0.53331367,0.13858255,0.09007176,0.07517106,0.08483227,0.41413358,0.1425607,0.09986928,0.08741683,0.0861283,0.62201525,0.08981979,0.07198971,0.07253223,0.08161831,0.43803282,0.09154109,0.07690147,0.07104129,0.07503282,1.03914082,0.12805564,0.12208911,0.19689012,0.23169692,0.76117966,0.13682375,0.12706451,0.17870796,0.21207975
194,1.1363732,0.79305649,0.85033131,0.09449632,0.08192991,0.08281458,0.0858266,0.06105875,0.06382346,0.26052525,0.13617989,0.12029367,1.398922,0.79857966,0.8998057,1.06655587,1.15596602,1.384701,1.10827868,0.99573577,1.02596439,1.06352232,0.52979561,0.13159108,0.09070239,0.07581006,0.08528943,0.40930097,0.1384366,0.09878088,0.07899461,0.08040064,0.61724023,0.08948534,0.06842495,0.06927836,0.076151,0.43324539,0.09383448,0.07655885,0.07396496,0.07747183,1.03699068,0.13003649,0.12381816,0.1971214,0.22629568,0.7572214,0.13795911,0.12601981,0.17831118,0.20928436
